  -11.357632720742373        2991.0169516386941        8.5654913836643181E-015   5.9061064297222944E-005
  -11.216948172308003        2978.7081000454587        2.0418459766275700E-014   1.0825434439024448E-004
  -11.075569968072674        2039.1227707834498        3.6864836689724245E-014   1.5056020763413585E-004
  -10.933494743547799        1673.2434823941833        5.9774062308384883E-014   1.8803819189236191E-004
  -10.790719118469656        1468.4225325031334        9.1699604891073308E-014   2.2218316137184987E-004
  -10.647239696730738        1328.4214531518203        1.3626455360399621E-013   2.5387283349334654E-004
  -10.503053066310834        1223.4170509017551        1.9862024283329246E-013   2.8393789335141644E-004
  -10.358155799207884        1140.3217924744829        2.8610404522819001E-013   3.1284860216458226E-004
  -10.212544451368604        1072.2387118915415        4.0891732174500820E-013   3.4075980007367186E-004
  -10.066215562618861        1014.8668490458724        5.8160956609037395E-013   3.6794360371499225E-004
  -9.9191656565938384        965.58930401259306        8.2484083744159847E-013   3.9474427857048877E-004
  -9.7713912406679810        922.62517936576182        1.1679905631247424E-012   4.2118269813389589E-004
  -9.6228888058847399        884.85954601101287        1.6529139395571076E-012   4.4783121515496263E-004
  -9.4736548268861434        851.08887987840262        2.3393341210257965E-012   4.7407305307914198E-004
  -9.3236857618422224        820.75079890549137        3.3126200709640660E-012   5.0043677904400437E-004
  -9.1729780523803282        793.27550866110903        4.6949942470462192E-012   5.2667743139533257E-004
  -9.0215281235144396        768.29875097976389        6.6617500822256149E-012   5.5275939072994525E-004
  -8.8693323835745161        745.24945283622117        9.4647215513641507E-012   5.7919358425153862E-004
  -8.7163872241360938        724.25294865174737        1.3466324508313473E-011   6.0552036192314056E-004
  -8.5626890199502839        704.69084518933198        1.9189007806645960E-011   6.3178367303928209E-004
  -8.4082341288745361        686.50616971349791        2.7387235521354626E-011   6.5832884241667701E-004
  -8.2530188918046079        669.69664778044501        3.9152399132330536E-011   6.8551341845968260E-004
  -8.0970396326084089        653.85052978274825        5.6066060714501256E-011   7.1275129262014032E-004
  -7.9402926580627415        639.07229712702440        8.0424116316807321E-011   7.4006678062277123E-004
  -7.7827742577944186        625.13066182304897        1.1556532122907245E-010   7.6756890228432467E-004
  -7.6244807042279277        611.98669812346486        1.6635358934253053E-010   7.9545376908790751E-004
  -7.4654082525429102        599.68917123034612        2.3988733569182047E-010   8.2344198135644137E-004
  -7.3055531406462650        587.97164252038988        3.4654454691220232E-010   8.5154718781331083E-004
  -7.1449115891660435        576.75750436178430        5.0152531015279837E-010   8.7978129685000253E-004
  -6.9834798014778130        566.14079838286614        7.2713261372129253E-010   9.0815463642995246E-004
  -6.8212539637794318        556.19158288388314        1.0561509754643240E-009   9.3675799010371828E-004
  -6.6582302452380615        546.65611223499991        1.5368603000327678E-009   9.6570200293786016E-004
