  -1.8205062425294118E-038  -1.9188682798494911E-038  -2.0255458491061590E-038  -2.1415279674730627E-038  -2.2679637350746641E-038  -2.4061631598888734E-038  -2.5576761329251216E-038  -2.7243129597269190E-038  -2.9082062665881845E-038  -3.1119091953789598E-038  -3.3384931462511135E-038  -3.5917115839395089E-038  -3.8763454530817370E-038  -4.1992668677598762E-038  -4.5728029647445573E-038  -5.0268697040319269E-038  -5.6506047027334062E-038  -6.7291216272599808E-038  -9.1670935227222029E-038  -1.5721251038451025E-037  -3.4390357478314846E-037  -8.7245906825504960E-037  -2.3265537833603796E-036  -6.2150400207854629E-036  -1.6416443668914637E-035  -4.3049514032751063E-035  -1.1277859883209428E-034  -2.9453749644796972E-034  -7.5603457219354167E-034  -1.8639360738897480E-033  -4.3082821162501817E-033  -9.1440191491231682E-033  -1.7528814894875816E-032  -2.9936381841372005E-032  -4.4951200695751281E-032  -5.8461979177919648E-032  -6.4601370326981940E-032  -5.9142770580184980E-032  -4.3761519161425203E-032  -2.7086301985905916E-032  -1.9891780559722977E-032  -2.7089426786917974E-032  -4.3761565032965821E-032  -5.9147250695635239E-032  -6.4598822975457217E-032  -5.8462145832810439E-032  -4.4951326903016954E-032  -2.9936457161659417E-032  -1.7529914483403965E-032  -9.1448252752824721E-033  -4.3087814134391186E-033  -1.8642087910865853E-033  -7.5616954425270576E-034  -2.9459928148436372E-034  -1.1279247133331287E-034  -4.3050248734199636E-035  -1.6416851938233822E-035  -6.2152446209525295E-036  -2.3271378379944669E-036  -8.7233529761538574E-037  -3.4391960367731957E-037  -1.5723495585449600E-037  -9.1673184549521486E-038  -6.7292845876915579E-038  -5.6506303286383148E-038  -5.0268742402909038E-038  -4.5728228543325596E-038  -4.1992759350682301E-038  -3.8763501000145160E-038  -3.5917196089026397E-038  -3.3385035167014799E-038  -3.1119253659421057E-038  -2.9082162592504735E-038  -2.7243269957252712E-038  -2.5576897524098458E-038  -2.4061715555999384E-038  -2.2679774787229172E-038  -2.1415304496317340E-038  -2.0255434851315251E-038  -1.9188693781327747E-038  -1.8205122137837177E-038
  -3.7589127280050609E-038  -3.9619040473071650E-038  -4.1820397027299178E-038  -4.4213594828470637E-038  -4.6822385282994571E-038  -4.9673690528127376E-038  -5.2799477566197900E-038  -5.6237045426993617E-038  -6.0030279851238438E-038  -6.4231768823137202E-038  -6.8904812849298578E-038  -7.4126695029658331E-038  -7.9995679201087894E-038  -8.6653223512026521E-038  -9.4352579154324582E-038  -1.0370828836329382E-037  -1.1655427223379654E-037  -1.3877244377492544E-037  -1.8910549948720891E-037  -3.2503374099511812E-037  -7.1524740416015377E-037  -1.8347157083791215E-036  -4.9860859635675730E-036  -1.3754551979044245E-035  -3.8222959901874490E-035  -1.0763030370117703E-034  -3.0704259048234538E-034  -8.7394664533923868E-034  -2.4174995271044085E-033  -6.3175431347055416E-033  -1.5238117448187446E-032  -3.3348574814298088E-032  -6.5378135235886278E-032  -1.1355220622837173E-031  -1.7262803506041972E-031  -2.2608513061361179E-031  -2.4919286815003006E-031  -2.2296806980654951E-031  -1.5343358800895974E-031  -7.8138575383542108E-032  -4.5567481942101884E-032  -7.8148699475619797E-032  -1.5343375353484325E-031  -2.2298245620152811E-031  -2.4918489985670473E-031  -2.2608577942453577E-031  -1.7262851219135868E-031  -1.1355247469624434E-031  -6.5381436655040410E-032  -3.3350972051208891E-032  -1.5239592421354201E-032  -6.3183450184033076E-033  -2.4178950551183498E-033  -8.7412715674736978E-034  -3.0708196511919024E-034  -1.0763145330406890E-034  -3.8223684008321542E-035  -1.3754936984447765E-035  -4.9877371422480713E-036  -1.8343033105781136E-036  -7.1527902367682240E-037  -3.2509445442447832E-037  -1.8910998425221644E-037  -1.3877637550741427E-037  -1.1655472957970278E-037  -1.0370829311880784E-037  -9.4352958323429191E-038  -8.6653423514592742E-038  -7.9995783051120949E-038  -7.4126823232048669E-038  -6.8905026873974115E-038  -6.4232138865039852E-038  -6.0030486365748613E-038  -5.6237363296906183E-038  -5.2799795029207692E-038  -4.9673862006181862E-038  -4.6822700380032966E-038  -4.4213610347620994E-038  -4.1820289778890354E-038  -3.9619025804567203E-038  -3.7589240005090353E-038
  -5.8242068657903577E-038  -6.1385674597167616E-038  -6.4794529499378805E-038  -6.8500199632029692E-038  -7.2539515807537184E-038  -7.6954000825406166E-038  -8.1793124712676865E-038  -8.7114551411963282E-038  -9.2986047749686962E-038  -9.9488887354742720E-038  -1.0672095173853499E-037  -1.1480163080907273E-037  -1.2388245981433391E-037  -1.3418185689576217E-037  -1.4609001319274658E-037  -1.6055338853372570E-037  -1.8040003016322315E-037  -2.1472288923550667E-037  -2.9261108988838337E-037  -5.0380692063460910E-037  -1.1144295895329427E-036  -2.8872871167337496E-036  -7.9794921047410416E-036  -2.2620967700407035E-035  -6.5428939482675870E-035  -1.9378539985223168E-034  -5.8300689236833169E-034  -1.7393481931981949E-033  -4.9901824979855743E-033  -1.3388729674306757E-032  -3.2909540043178870E-032  -7.3060754548330819E-032  -1.4496373223040368E-031  -2.5460759830671025E-031  -3.9129111894009086E-031  -5.1760598751680356E-031  -5.7451644391739447E-031  -5.1339375822423775E-031  -3.4477780323646388E-031  -1.5922715559785718E-031  -7.8339712563458090E-032  -1.5924913457722682E-031  -3.4477818151792714E-031  -5.1342458914058395E-031  -5.7449970380949432E-031  -5.1760748760667965E-031  -3.9129220448970642E-031  -2.5460819403952670E-031  -1.4497039248093563E-031  -7.3065553029036791E-032  -3.2912476532514339E-032  -1.3390320134668778E-032  -4.9909650122838392E-033  -1.7397046295522594E-033  -5.8308343107281197E-034  -1.9378664587782527E-034  -6.5429885605777826E-035  -2.2621508497089191E-035  -7.9826944912763814E-036  -2.8864209847172177E-036  -1.1144763622866325E-036  -5.0392174557056135E-037  -2.9261779517849726E-037  -2.1472979689958946E-037  -1.8040063400539972E-037  -1.6055326736012681E-037  -1.4609055454911628E-037  -1.3418218560295020E-037  -1.2388263237052545E-037  -1.1480177518997212E-037  -1.0672128316992430E-037  -9.9489512893883849E-038  -9.2986368045508275E-038  -8.7115084431268796E-038  -8.1793669042178415E-038  -7.6954263868363738E-038  -7.2540049290413723E-038  -6.8500172115980866E-038  -6.4794279004384347E-038  -6.1385598007545313E-038  -5.8242228099904061E-038
  -8.0261114950660679E-038  -8.4590926725648031E-038  -8.9285726595964115E-038  -9.4388956705055039E-038  -9.9951399760515717E-038  -1.0603001910191294E-037  -1.1269289353820122E-037  -1.2001930314896656E-037  -1.2810231314016758E-037  -1.3705362356428927E-037  -1.4700782379017873E-037  -1.5812892463376515E-037  -1.7062473585931401E-037  -1.8479508170041896E-037  -2.0117432393760636E-037  -2.2105771196694883E-037  -2.4831943686138409E-037  -2.9544439856975424E-037  -4.0251984610375169E-037  -6.9390230732550637E-037  -1.5418775181766432E-036  -4.0307213165060276E-036  -1.1307697968655529E-035  -3.2816742320633527E-035  -9.8043781959597047E-035  -3.0155784656862499E-034  -9.4088670868575229E-034  -2.8918661204558042E-033  -8.4798993207098738E-033  -2.3105627687696785E-032  -5.7444147284248520E-032  -1.2873695662300244E-031  -2.5774711209200829E-031  -4.5704364490439742E-031  -7.0976645020640721E-031  -9.4912563156732355E-031  -1.0637808380456846E-030  -9.5551253942056610E-031  -6.3619421044970722E-031  -2.7754769231196935E-031  -1.1979595055770518E-031  -2.7758753937017789E-031  -6.3619491554706104E-031  -9.5556762480882792E-031  -1.0637514435438913E-030  -9.4912841118939092E-031  -7.0976843789953451E-031  -4.5704471854345641E-031  -2.5775834623952352E-031  -1.2874499218295470E-031  -5.7449040397123229E-032  -2.3108269177685733E-032  -8.4811961113143929E-033  -2.8924558875157732E-033  -9.4101209999076183E-034  -3.0155886262332855E-034  -9.8044855820610742E-035  -3.2817414141954905E-035  -1.1312936397235327E-035  -4.0292362255909917E-036  -1.5419389736794777E-036  -6.9408710757994829E-037  -4.0252875873847411E-037  -2.9545495715634390E-037  -2.4832013313781925E-037  -2.2105737977560115E-037  -2.0117501031915535E-037  -1.8479555898314990E-037  -1.7062498916466147E-037  -1.5812905401852946E-037  -1.4700828041448214E-037  -1.3705455256468791E-037  -1.2810275497890985E-037  -1.2002008957707975E-037  -1.1269371087291692E-037  -1.0603037820741241E-037  -9.9952192832339230E-038  -9.4388852832245037E-038  -8.9285273528536889E-038  -8.4590752287421111E-038  -8.0261315211149374E-038
  -1.0375147519354402E-037  -1.0934553745866406E-037  -1.1541071050603585E-037  -1.2200307019022732E-037  -1.2918828149786831E-037  -1.3703965444766545E-037  -1.4564505912192799E-037  -1.5510673172062973E-037  -1.6554455627178438E-037  -1.7710252127127231E-037  -1.8995419305090754E-037  -2.0431088630803593E-037  -2.2043988855943407E-037  -2.3872711791845674E-037  -2.5985863012382933E-037  -2.8549569474731849E-037  -3.2061113254904470E-037  -3.8126337590847213E-037  -5.1919074823362482E-037  -8.9571944695194666E-037  -1.9980502487239834E-036  -5.2655998289415499E-036  -1.4971661424083337E-035  -4.4344356120618736E-035  -1.3607689405791755E-034  -4.3099067934862749E-034  -1.3808975033027284E-033  -4.3326275356307849E-033  -1.2892494198750799E-032  -3.5496594184462058E-032  -8.8965117286396142E-032  -2.0084305785914426E-031  -4.0523678700609730E-031  -7.2498981740849272E-031  -1.1374782551807980E-030  -1.5382167278225661E-030  -1.7429100463335326E-030  -1.5779821293657127E-030  -1.0490982878600834E-030  -4.4160381824204671E-031  -1.7185434350071048E-031  -4.4166890662953615E-031  -1.0490994601971431E-030  -1.5780707335829539E-030  -1.7428635209546384E-030  -1.5382212812696666E-030  -1.1374814788969748E-030  -7.2499153811594432E-031  -4.0525386912138866E-031  -2.0085519297081234E-031  -8.8972471955805196E-032  -3.5500552214932847E-032  -1.2894433453526289E-032  -4.3335083059326121E-033  -1.3810834583272861E-033  -4.3099114625941642E-034  -1.3607800201276469E-034  -4.4345135198859927E-035  -1.4979421479053773E-035  -5.2633300505322064E-036  -1.9981259751243323E-036  -8.9599011950425832E-037  -5.1920185332951029E-037  -3.8127826316667043E-037  -3.2061186796616446E-037  -2.8549506740671142E-037  -2.5985944411187788E-037  -2.3872776435269783E-037  -2.2044023539066874E-037  -2.0431096990931092E-037  -1.8995478305739662E-037  -1.7710380212689325E-037  -1.6554512789587771E-037  -1.5510781029463387E-037  -1.4564619614794150E-037  -1.3704011462348323E-037  -1.2918937588609243E-037  -1.2200285702086308E-037  -1.1540999591260868E-037  -1.0934522962470645E-037  -1.0375171072759678E-037
  -1.2882702038506153E-037  -1.3576936343237514E-037  -1.4329581029605982E-037  -1.5147588286213813E-037  -1.6039112139784484E-037  -1.7013216037111650E-037  -1.8080792642027567E-037  -1.9254504764639535E-037  -2.0549185940979408E-037  -2.1982663132390037E-037  -2.3576432984268400E-037  -2.5356643821715493E-037  -2.7356314253560308E-037  -2.9623140185950722E-037  -3.2241680427273427E-037  -3.5416425930583012E-037  -3.9759819822490321E-037  -4.7253287429620272E-037  -6.4301189013560311E-037  -1.1096896905813932E-036  -2.4834413140202916E-036  -6.5925400140476317E-036  -1.8972375986084684E-035  -5.7206315380252973E-035  -1.7953768255231333E-034  -5.8212691822453712E-034  -1.9032549431841973E-033  -6.0627627258958754E-033  -1.8233839696027075E-032  -5.0590212506004833E-032  -1.2759722697505116E-031  -2.8985458545047522E-031  -5.8898957527018740E-031  -1.0627716783779447E-030  -1.6844835851943526E-030  -2.3040382267003399E-030  -2.6408146210655563E-030  -2.4134592716136206E-030  -1.6083475121817883E-030  -6.6141783956293563E-031  -2.3683069994140760E-031  -6.6151713516917720E-031  -1.6083493219738452E-030  -2.4135923111927300E-030  -2.6407458263903273E-030  -2.3040451233052143E-030  -1.6844884196803156E-030  -1.0627742348404423E-030  -5.8901384004772749E-031  -2.8987170893400590E-031  -1.2760755746198003E-031  -5.0595755384355717E-032  -1.8236550449276042E-032  -6.0639923489496736E-033  -1.9035132592287065E-033  -5.8212651739702713E-034  -1.7953873292541364E-034  -5.7207178017943252E-035  -1.8983143680870500E-035  -6.5893196935056344E-036  -2.4835308596241694E-036  -1.1100621461010234E-036  -6.4302517637574615E-037  -4.7255276997690403E-037  -3.9759892021173022E-037  -3.5416325313628780E-037  -3.2241772995568224E-037  -2.9623223883529258E-037  -2.7356359599936597E-037  -2.5356644612353827E-037  -2.3576506211446627E-037  -2.1982831336654131E-037  -2.0549256986637151E-037  -1.9254645787560055E-037  -1.8080943057091829E-037  -1.7013272715809457E-037  -1.6039255953098545E-037  -1.5147552796564866E-037  -1.4329477565680312E-037  -1.3576888717326581E-037  -1.2882728619614773E-037
  -1.5561102440544578E-037  -1.6399215710002527E-037  -1.7307778359457850E-037  -1.8295174328727795E-037  -1.9371251217211615E-037  -2.0546910473342526E-037  -2.1835285849729744E-037  -2.3251633392692067E-037  -2.4813806997544680E-037  -2.6543275190644096E-037  -2.8465933575817406E-037  -3.0613253542918592E-037  -3.3024908853004267E-037  -3.5758222620993510E-037  -3.8914524571250631E-037  -4.2738473306287833E-037  -4.7963024020614008E-037  -5.6963486472792732E-037  -7.7440295914410606E-037  -1.3362788855942318E-036  -2.9985813695710616E-036  -8.0121983571125999E-036  -2.3310871830120643E-035  -7.1405154797680979E-035  -2.2843556093425394E-034  -7.5500955887651317E-034  -2.5081749647132223E-033  -8.0834049488881262E-033  -2.4509836701153527E-032  -6.8415293763056253E-032  -1.7346686983878770E-031  -3.9625689020483605E-031  -8.1061193583673807E-031  -1.4749188717978512E-030  -2.3615087373037150E-030  -3.2674582466847517E-030  -3.7896877913995537E-030  -3.4990822593137312E-030  -2.3427237615360008E-030  -9.4877368917066523E-031  -3.1751891456278053E-031  -9.4891801766586563E-031  -2.3427264126573519E-030  -3.4992725283652797E-030  -3.7895908613892058E-030  -3.2674681340059022E-030  -2.3615156021590128E-030  -1.4749224746212991E-030  -8.1064478326621533E-031  -3.9627991803995103E-031  -1.7348070032120629E-031  -6.8422693169745010E-032  -2.4513448882983526E-032  -8.0850415641261797E-033  -2.5085174053345831E-033  -7.5500797079423313E-034  -2.2843645772503300E-034  -7.1406074774856337E-035  -2.3325133620767890E-035  -8.0078614950663098E-036  -2.9986842847947259E-036  -1.3367690562359130E-036  -7.7441841458310297E-037  -5.6966045006890461E-037  -4.7963089706613462E-037  -4.2738326496767172E-037  -3.8914626785924576E-037  -3.5758327625353581E-037  -3.3024966355295817E-037  -3.0613243772861587E-037  -2.8466022007151638E-037  -2.6543488507015983E-037  -2.4813892866978653E-037  -2.3251811586698576E-037  -2.1835477795253909E-037  -2.0546978431595375E-037  -1.9371433714025122E-037  -1.8295121472793092E-037  -1.7307637081233266E-037  -1.6399147784606651E-037  -1.5561131606822891E-037
  -1.8423697013709123E-037  -1.9415441499970671E-037  -2.0490471050465348E-037  -2.1658694894862921E-037  -2.2931767596918627E-037  -2.4322542473385004E-037  -2.5846539568310873E-037  -2.7521773362327641E-037  -2.9369306455400425E-037  -3.1414477648387250E-037  -3.3687858456133497E-037  -3.6226570769518720E-037  -3.9077334266940104E-037  -4.2307652504403597E-037  -4.6036480595826475E-037  -5.0550493435642968E-037  -5.6708565685882326E-037  -6.7298270859408707E-037  -9.1381793752783529E-037  -1.5759902537186904E-036  -3.5440416846782924E-036  -9.5252738975633094E-036  -2.7988219378407652E-035  -8.6943435686116752E-035  -2.8277994019737090E-034  -9.4968156766640768E-034  -3.1958735991020112E-033  -1.0395690533980904E-032  -3.1726414219369546E-032  -8.9000878214919663E-032  -2.2670207345538866E-031  -5.2054532246373262E-031  -1.0717613379003781E-030  -1.9661734225323788E-030  -3.1799876102143925E-030  -4.4511856991325662E-030  -5.2253285930811270E-030  -4.8770071521173471E-030  -3.2854785916773120E-030  -1.3174970521823865E-030  -4.1728751390593439E-031  -1.3176994034532663E-030  -3.2854823285847123E-030  -4.8772695701923793E-030  -5.2251968502766748E-030  -4.4511993153355345E-030  -3.1799969775581558E-030  -1.9661783033273817E-030  -1.0718042315607330E-030  -5.2057519892098986E-031  -2.2671993832193109E-031  -8.9010408534689665E-032  -3.1731058592213283E-032  -1.0397792496456190E-032  -3.1963120304902861E-033  -9.4967845854557885E-034  -2.8278059223180211E-034  -8.6944389153444326E-035  -2.8006463194668535E-035  -9.5196540341254431E-036  -3.5441575880675277E-036  -1.5766141342573604E-036  -9.1383555016154897E-037  -6.7301466651374592E-037  -5.6708619786955805E-037  -5.0550292229623401E-037  -4.6036591066869012E-037  -4.2307781090602140E-037  -3.9077405397792097E-037  -3.6226547608305859E-037  -3.3687963131782736E-037  -3.1414741153610841E-037  -2.9369408162685249E-037  -2.7521992820936792E-037  -2.5846777929234952E-037  -2.4322622389755704E-037  -2.2931993142307715E-037  -2.1658621540146819E-037  -2.0490286199653508E-037  -1.9415349861252160E-037  -1.8423728366395636E-037
  -2.1484942639775814E-037  -2.2640830028928327E-037  -2.3893696583977378E-037  -2.5255077251521097E-037  -2.6738554832665628E-037  -2.8359057500015228E-037  -3.0134647237538322E-037  -3.2086274295257002E-037  -3.4238412476967019E-037  -3.6620516118096555E-037  -3.9268128975034336E-037  -4.2224373937785508E-037  -4.5543434716796522E-037  -4.9303581450890653E-037  -5.3642288669861670E-037  -5.8890144284516497E-037  -6.6037410499483143E-037  -7.8302384000161161E-037  -1.0617480235801453E-036  -1.8293676403629759E-036  -4.1204372769307947E-036  -1.1132511130348649E-035  -3.3005532992632139E-035  -1.0382375354970720E-034  -3.4258023343142603E-034  -1.1661858556109173E-033  -3.9665670726927666E-033  -1.3000758649762513E-032  -3.9889529771285700E-032  -1.1237623624586509E-031  -2.8743251898807427E-031  -6.6322541255481592E-031  -1.3741476599224575E-030  -2.5414983344440515E-030  -4.1521020784203577E-030  -5.8799112389852592E-030  -6.9874942791891019E-030  -6.5950033558015606E-030  -4.4749492925361033E-030  -1.7837783261347040E-030  -5.4019554057530392E-031  -1.7840542062563895E-030  -4.4749544041360739E-030  -6.5953552566052787E-030  -6.9873201401673959E-030  -5.8799294211934635E-030  -4.1521144763503760E-030  -2.5415047487933178E-030  -1.3742021326608218E-030  -6.6326311104249292E-031  -2.8745496262072814E-031  -1.1238817529661811E-031  -3.9895337993096537E-032  -1.3003384579908098E-032  -3.9671133184790409E-033  -1.1661809035267143E-033  -3.4258054652086158E-034  -1.0382471682363907E-034  -3.3028247607948634E-035  -1.1125441661622056E-035  -4.1205656557167827E-036  -1.8301412223532408E-036  -1.0617677839359899E-036  -7.8306285500991132E-037  -6.6037448027374872E-037  -5.8889880604100555E-037  -5.3642406009508372E-037  -4.9303736037315443E-037  -4.5543521115603426E-037  -4.2224334646239132E-037  -3.9268251043346277E-037  -3.6620834974315566E-037  -3.4238531157883519E-037  -3.2086539190186641E-037  -3.0134936967962265E-037  -2.8359150116918239E-037  -2.6738827869500293E-037  -2.5254980335807672E-037  -2.3893462467570506E-037  -2.2640711336442907E-037  -2.1484975853538642E-037
  -2.4760500209836416E-037  -2.6091864745984846E-037  -2.7534827752960794E-037  -2.9102657834022797E-037  -3.0810995852906932E-037  -3.2676977654377360E-037  -3.4721374149461651E-037  -3.6968261814029008E-037  -3.9445743478596136E-037  -4.2187652044788193E-037  -4.5234821096657488E-037  -4.8636749747449864E-037  -5.2455533472679967E-037  -5.6780830521324762E-037  -6.1769571769976511E-037  -6.7798207054768167E-037  -7.5993918246356495E-037  -9.0024269176483793E-037  -1.2187248256100747E-036  -2.0969989799017058E-036  -4.7284306996083482E-036  -1.2834704213100048E-035  -3.8363973935146438E-035  -1.2204873191956312E-034  -4.0784584543940652E-034  -1.4045652697144285E-033  -4.8204717004393919E-033  -1.5899751284939230E-032  -4.9005168792374534E-032  -1.3857087011531450E-031  -3.5578955854240836E-031  -8.2481305127832540E-031  -1.7195346349866065E-030  -3.2060865229727809E-030  -5.2908244920864599E-030  -7.5804581736582753E-030  -9.1202846054807234E-030  -8.7071149018170297E-030  -5.9552546331296160E-030  -2.3665449609184253E-030  -6.9113164158157597E-031  -2.3669127910481782E-030  -5.9552614677680434E-030  -8.7075763391217216E-030  -9.1200594921422174E-030  -7.5804818694623651E-030  -5.2908405077125133E-030  -3.2060947513866295E-030  -1.7196022874059044E-030  -8.2485957515483968E-031  -3.5581713563221981E-031  -1.3858549865324360E-031  -4.9012273363451046E-032  -1.5902960065691687E-032  -4.8211376576431542E-033  -1.4045581566774467E-033  -4.0784571703684750E-034  -1.2204968246515501E-034  -3.8391648065035338E-035  -1.2826018375508162E-035  -4.7285711334334609E-036  -2.0979382866009126E-036  -1.2187467320719947E-036  -9.0028945276667379E-037  -7.5993934317733661E-037  -6.7797872780210112E-037  -6.1769694719868996E-037  -5.6781013560862496E-037  -5.2455636812773245E-037  -4.8636691606402028E-037  -4.5234961734801568E-037  -4.2188031524140948E-037  -3.9445880318824135E-037  -3.6968576411801982E-037  -3.4721720280311178E-037  -3.2677083798326171E-037  -3.0811320900737035E-037  -2.9102534338749653E-037  -2.7534538724755915E-037  -2.6091715719849127E-037  -2.4760535024883912E-037
