  -18.191334086445114        1.8349237694351988E-017  -89.994483013559659     
  -18.157381459303569        1.8349238829524381E-017  -89.988511647016864     
  -18.123394864252123        1.8349240956809589E-017  -89.982047972854886     
  -18.089374267307583        1.3745728476945731E-017  -89.966695255108789     
  -18.055319634452744        9.2858182815312814E-018  -6.4269750238103815E-002
  -18.021230931636378        3.2340542277932802E-017  -2.3106933388253044E-002
  -17.987108124773187        5.5418524049661076E-017  -1.6424891003136027E-002
  -17.952951179743778        7.8519777247359254E-017  -1.3839818617367125E-002
  -17.918760062394611        1.0164432461998696E-016  -1.2571224177129404E-002
  -17.884534738537990        1.0858623701793168E-016  -1.3673520571913761E-002
  -17.850275173952006        1.2480853428107772E-016  -1.3692352862715897E-002
  -17.815981334380524        1.4800310538782968E-016  -1.3187168262344978E-002
  -17.781653185533123        1.7122106527436822E-016  -1.2935249158985350E-002
  -17.747290693085091        1.9446243770955167E-016  -1.2854747925741294E-002
  -17.712893822677366        2.1772724650685638E-016  -1.2899306766276507E-002
  -17.678462539916509        2.4101551551809238E-016  -1.3041043461480082E-002
  -17.643996810374684        2.6199621148040789E-016  -1.3380497703910444E-002
  -17.609496599589605        2.8066253996636578E-016  -1.3890488737613518E-002
  -17.574961873064499        2.9000888702939586E-016  -1.4911162014659685E-002
  -17.540392596268102        3.1339123627244164E-016  -1.5271407235931227E-002
  -17.505788734634582        3.0169170720321343E-016  -1.7522006862525696E-002
  -17.471150253563536        3.0169171937711998E-016  -1.9319804530647113E-002
  -17.436477118419948        3.1576645904062636E-016  -2.0320875393230228E-002
  -17.401769294534144        3.0167755743004692E-016  -2.3383290682832784E-002
  -17.367026747201766        2.8288193935086566E-016  -2.7380832219690541E-002
  -17.332249441683743        2.7347158810837648E-016  -3.1064402659206534E-002
  -17.297437343206237        2.7347162035538508E-016  -3.4037431053737743E-002
  -17.262590416960634        2.6639981353015406E-016  -3.8251103940211723E-002
  -17.227708628103482        2.5460513526174572E-016  -4.3779842683636362E-002
  -17.192791941756486        2.6641181044089578E-016  -4.5734211518221102E-002
  -17.157840323006440        2.6641282920125048E-016  -4.9959061782345167E-002
  -17.122853736905221        2.6641887102715577E-016  -5.4541721023171078E-002
  -17.087832148469740        2.8537009262368769E-016  -5.5562888157186824E-002
  -17.052775522681905        2.9248397423598249E-016  -5.9127376632656693E-002
  -17.017683824488589        3.0909805275734683E-016  -6.0997271858950972E-002
  -16.982557018801611        3.0910129797211634E-016  -6.6475123985955800E-002
  -16.947395070497663        3.2099213300171112E-016  -6.9738574203263959E-002
  -16.912197944418313        3.2813194254106866E-016  -7.4301223907671771E-002
  -16.876965605369953        3.2098171475638716E-016  -8.2703665066863649E-002
  -16.841698018123765        3.3052435893934372E-016  -8.7429558978483563E-002
  -16.806395147415685        3.2335786445484513E-016  -9.7261929785058987E-002
  -16.771056957946367        3.2574897805802542E-016 -0.10505726259902563     
  -16.735683414381153        3.1617280698872446E-016 -0.11775937910233894     
  -16.700274481350032        3.1617595324348408E-016 -0.12809694798543736     
  -16.664830123447611        3.0898205105019812E-016 -0.14256958459205105     
  -16.629350305233075        3.0658258045390023E-016 -0.15626343509040649     
  -16.593834991230146        2.9697453785209499E-016 -0.17542418396074941     
  -16.558284145927061        2.8254123004038961E-016 -0.20049155521139231     
  -16.522697733776525        2.6087880796303446E-016 -0.23609114735069486     
  -16.487075719195683        2.5365052310135497E-016 -0.26399713892244919     
  -16.451418066566077        2.3917876161635282E-016 -0.30437604141054087     
  -16.415724740233617        2.0537661325585961E-016 -0.38536149162210021     
  -16.379995704508545        1.7637838428327955E-016 -0.48781191845445693     
  -16.344230923665396        1.6186399165488220E-016 -0.57785591027317773     
  -16.308430361942957        1.4976027070164907E-016 -0.67896032899958791     
  -16.272593983544247        1.3037788423112621E-016 -0.84785076223840705     
  -16.236721752636466        1.1340883686166356E-016  -1.0596785840975200     
  -16.200813633350972        8.9152504651241349E-017  -1.4657003101216823     
  -16.164869589783226        6.4905450707353452E-017  -2.1898074667832876     
  -16.128889585992781        3.8316687926527038E-017  -4.0420605135277183     
  -16.092873586003222        6.0195445812074532E-018  -38.349064956972967     
  -16.056821553802152        5.9940651687772615E-017  -86.950312220293640     
  -16.020733453341141        9.6480278315929574E-017  -87.942131437957386     
  -15.984609248535692        1.5263615081092846E-016  -88.586339263412299     
  -15.948448903265209        2.0155313580340153E-016  -88.836091525249216     
  -15.912252381372962        2.7011458367632284E-016  -89.055716608292798     
  -15.876019646666043        3.4855434783600048E-016  -89.204277815012261     
  -15.839750662915339        4.2217700050827751E-016  -89.285579833371500     
  -15.803445393855487        5.0078925329544389E-016  -89.345006365662769     
  -15.767103803184849        5.9178049985567527E-016  -89.397160788839699     
  -15.730725854565462        6.8040672111250622E-016  -89.429715145461842     
  -15.694311511623013        7.7897292721733702E-016  -89.458169292737807     
  -15.657860737946798        9.0230520457047977E-016  -89.491155271883301     
  -15.621373497089685        1.0232959171577935E-015  -89.511887729770038     
  -15.584849752568076        1.1518236597618843E-015  -89.528212366135932     
  -15.548289467861878        1.3002753044558654E-015  -89.545285967301311     
  -15.511692606414458        1.4538318318196921E-015  -89.557481741530694     
  -15.475059131632610        1.6323321781809030E-015  -89.571116704767320     
  -15.438389006886522        1.8134986087343972E-015  -89.579888722733713     
  -15.401682195509732        2.0296203832964513E-015  -89.591462316364186     
  -15.364938660799094        2.2733163339738457E-015  -89.603005430864116     
  -15.328158366014746        2.5471284200890146E-015  -89.614323086954684     
  -15.291341274380068        2.8311837151066549E-015  -89.622280326028644     
  -15.254487349081646        3.1504441868874184E-015  -89.630459306850966     
  -15.217596553269237        3.4875048313098387E-015  -89.636546091709150     
  -15.180668850055731        3.8623925745404226E-015  -89.642668164214598     
  -15.143704202517114        4.2626807411837496E-015  -89.647431499886949     
  -15.106702573692433        4.6909190824417031E-015  -89.651099948122251     
  -15.069663926583754        5.1672177659940870E-015  -89.655039396168291     
  -15.032588224156132        5.6966951929149141E-015  -89.659195414853045     
  -14.995475429337569        6.2543389499962821E-015  -89.661869521868894     
  -14.958325505018976        6.8653491627784900E-015  -89.664435730745410     
  -14.921138414054143        7.5398980989212545E-015  -89.667125189193158     
  -14.883914119259694        8.2655222499009102E-015  -89.669158594492558     
  -14.846652583415052        9.0524077710167379E-015  -89.670841087374527     
  -14.809353769262406        9.9309716665414336E-015  -89.673040859738293     
  -14.772017639506668        1.0876129689526161E-014  -89.674641257508242     
  -14.734644156815436        1.1913305131687334E-014  -89.676262908630932     
  -14.697233283818965        1.3030030280444209E-014  -89.677370881974880     
  -14.659784983110120        1.4249275908132989E-014  -89.678399334822728     
  -14.622299217244340        1.5589008622271896E-014  -89.679529117026178     
  -14.584775948739606        1.7054546956948922E-014  -89.680624987485274     
  -14.547215140076398        1.8635980458723280E-014  -89.681316371704753     
  -14.509616753697662        2.0389524399194547E-014  -89.682376471836463     
  -14.471980752008765        2.2279868465782760E-014  -89.683005357972860     
  -14.434307097377470        2.4360831375152918E-014  -89.683805510488597     
  -14.396595752133885        2.6627694984153130E-014  -89.684476388938776     
  -14.358846678570435        2.9111494010226860E-014  -89.685183689496853     
  -14.321059838941817        3.1822893069215028E-014  -89.685822071879514     
  -14.283235195464966        3.4798201349856488E-014  -89.686534649743777     
  -14.245372710319021        3.8022575323794221E-014  -89.686979123528872     
  -14.207472345645280        4.1547814451357627E-014  -89.687411726395240     
  -14.169534063547166        4.5400219668493043E-014  -89.687818940006224     
  -14.131557826090189        4.9616430536950702E-014  -89.688240069940520     
  -14.093543595301906        5.4212622700572613E-014  -89.688567137309519     
  -14.055491333171885        5.9253955975635805E-014  -89.688968528848960     
  -14.017401001651669        6.4751641328705809E-014  -89.689282591870708     
  -13.979272562654733        7.0753061827949720E-014  -89.689541383528066     
  -13.941105978056449        7.7308318429105825E-014  -89.689763222630162     
  -13.902901209694049        8.4490937456169373E-014  -89.690031230018604     
  -13.864658219366582        9.2333252096782193E-014  -89.690246254638168     
  -13.826376968834884        1.0090138743110297E-013  -89.690427546581532     
  -13.788057419821529        1.1026943016808213E-013  -89.690595067404189     
  -13.749699534010800        1.2051429762749115E-013  -89.690753407792144     
  -13.711303273048649        1.3171834290360129E-013  -89.690901685579334     
  -13.672868598542653        1.4396936251630128E-013  -89.691034117236214     
  -13.634395472061982        1.5736583139120050E-013  -89.691150971877462     
  -13.595883855137359        1.7201435066521144E-013  -89.691250346841471     
  -13.557333709261018        1.8804271749659421E-013  -89.691349083632986     
  -13.518744995886671        2.0557126942452694E-013  -89.691430426624805     
  -13.480117676429465        2.2475732600976128E-013  -89.691516719588066     
  -13.441451712265948        2.4574035046855432E-013  -89.691583524666783     
  -13.402747064734024        2.6869429154999799E-013  -89.691636626018578     
  -13.364003695132922        2.9383296320566858E-013  -89.691704935942170     
  -13.325221564723151        3.2134981907774026E-013  -89.691770927073975     
  -13.286400634726466        3.5145203237426724E-013  -89.691816819014605     
  -13.247540866325823        3.8440792323384670E-013  -89.691862328998468     
  -13.208642220665350        4.2048923323475008E-013  -89.691906012577661     
  -13.169704658850298        4.6000807735714675E-013  -89.691956175537285     
  -13.130728141947012        5.0326695066812504E-013  -89.691994592418396     
  -13.091712630982883        5.5063265538211847E-013  -89.692027069171814     
  -13.052658086946312        6.0251276253678783E-013  -89.692060765710607     
  -13.013564470786680        6.5932135746196463E-013  -89.692085635462718     
  -12.974431743414293        7.2156120982235941E-013  -89.692114791530997     
